leagueId,startDate,endDate,tournamentId,stageName,sectionName,count,matchId,teamA,teamB,number,gameId,result,priority
99332500638116286,20200124,20200420,103462454280724883,Playoffs,Playoffs,5,103462454892730106,99566405130451785,103461966971048042,3,103462454892730109,1,500
98767991299243165,20200124,20200420,103462439438682788,Regular Season,Round Robin,1,103462440145619651,98926509885559666,98767991860392497,1,103462440145619652,1,1
98767991299243165,20200124,20200420,103462439438682788,Regular Season,Round Robin,1,103462440145619653,98767991860392497,98926509892121852,1,103462440145619654,0,1
98767991299243165,20200124,20200420,103462439438682788,Regular Season,Round Robin,1,103462440145619655,99294153824386385,98767991860392497,1,103462440145619656,0,1
98767991299243165,20200124,20200420,103462439438682788,Regular Season,Round Robin,1,103462440145619657,99294153828264740,98767991860392497,1,103462440145619658,0,1
98767991299243165,20200124,20200420,103462439438682788,Regular Season,Round Robin,1,103462440145619659,98767991877340524,98767991930907107,1,103462440145619660,1,1
98767991299243165,20200124,20200420,103462439438682788,Regular Season,Round Robin,1,103462440145619661,98926509883054987,98767991877340524,1,103462440145619662,0,1
98767991299243165,20200124,20200420,103462439438682788,Regular Season,Round Robin,1,103462440145619663,98767991877340524,98926509884398584,1,103462440145619664,1,1
98767991299243165,20200124,20200420,103462439438682788,Regular Season,Round Robin,1,103462440145619665,98767991877340524,98926509885559666,1,103462440145619666,1,1
98767991299243165,20200124,20200420,103462439438682788,Regular Season,Round Robin,1,103462440145619667,98767991877340524,98926509892121852,1,103462440145619668,1,1
98767991299243165,20200124,20200420,103462439438682788,Regular Season,Round Robin,1,103462440145619669,99294153824386385,98767991877340524,1,103462440145619670,0,1
98767991299243165,20200124,20200420,103462439438682788,Regular Season,Round Robin,1,103462440145619671,99294153828264740,98767991877340524,1,103462440145619672,0,1
98767991299243165,20200124,20200420,103462439438682788,Regular Season,Round Robin,1,103462440145619673,98926509883054987,98767991930907107,1,103462440145619674,1,1
98767991299243165,20200124,20200420,103462439438682788,Regular Season,Round Robin,1,103462440145619675,98926509884398584,98767991930907107,1,103462440145619676,0,1
98767991299243165,20200124,20200420,103462439438682788,Regular Season,Round Robin,1,103462440145619649,98767991860392497,98926509884398584,1,103462440145619650,1,1
98767991299243165,20200124,20200420,103462439438682788,Regular Season,Round Robin,1,103462440145619677,98926509885559666,98767991930907107,1,103462440145619678,0,1
98767991299243165,20200124,20200420,103462439438682788,Regular Season,Round Robin,1,103462440145619681,98767991930907107,99294153824386385,1,103462440145619682,1,1
98767991299243165,20200124,20200420,103462439438682788,Regular Season,Round Robin,1,103462440145619683,98767991930907107,99294153828264740,1,103462440145619684,1,1
98767991299243165,20200124,20200420,103462439438682788,Regular Season,Round Robin,1,103462440145619685,98926509884398584,98926509883054987,1,103462440145619686,0,1
98767991299243165,20200124,20200420,103462439438682788,Regular Season,Round Robin,1,103462440145619687,98926509883054987,98926509885559666,1,103462440145619688,1,1
98767991299243165,20200124,20200420,103462439438682788,Regular Season,Round Robin,1,103462440145619689,98926509892121852,98926509883054987,1,103462440145619690,1,1
98767991299243165,20200124,20200420,103462439438682788,Regular Season,Round Robin,1,103462440145619691,98926509883054987,99294153824386385,1,103462440145619692,0,1
98767991299243165,20200124,20200420,103462439438682788,Regular Season,Round Robin,1,103462440145619693,99294153828264740,98926509883054987,1,103462440145619694,0,1
98767991299243165,20200124,20200420,103462439438682788,Regular Season,Round Robin,1,103462440145619695,98926509884398584,98926509885559666,1,103462440145685232,0,1
98767991299243165,20200124,20200420,103462439438682788,Regular Season,Round Robin,1,103462440145685233,98926509892121852,98926509884398584,1,103462440145685234,1,1
98767991299243165,20200124,20200420,103462439438682788,Regular Season,Round Robin,1,103462440145685235,98926509884398584,99294153824386385,1,103462440145685236,0,1
98767991299243165,20200124,20200420,103462439438682788,Regular Season,Round Robin,1,103462440145685237,98926509884398584,99294153828264740,1,103462440145685238,0,1
98767991299243165,20200124,20200420,103462439438682788,Regular Season,Round Robin,1,103462440145685239,98926509885559666,98926509892121852,1,103462440145685240,1,1
98767991299243165,20200124,20200420,103462439438682788,Regular Season,Round Robin,1,103462440145685241,98926509885559666,99294153824386385,1,103462440145685242,0,1
98767991299243165,20200124,20200420,103462439438682788,Regular Season,Round Robin,1,103462440145619679,98767991930907107,98926509892121852,1,103462440145619680,0,1
98767991299243165,20200124,20200420,103462439438682788,Regular Season,Round Robin,1,103462440145685243,99294153828264740,98926509885559666,1,103462440145685244,1,1
98767991299243165,20200124,20200420,103462439438682788,Regular Season,Round Robin,1,103462440145619647,98767991860392497,98926509883054987,1,103462440145619648,1,1
98767991299243165,20200124,20200420,103462439438682788,Regular Season,Round Robin,1,103462440145619643,98767991877340524,98767991860392497,1,103462440145619644,1,1
99332500638116286,20200124,20200420,103462454280724883,Regular Season,Round Robin,1,103462454882440765,103461966971048042,99566405130451785,1,103462454882440766,0,500
99332500638116286,20200124,20200420,103462454280724883,Regular Season,Round Robin,1,103462454882440767,103461966981927044,103461966975897718,1,103462454882440768,1,500
99332500638116286,20200124,20200420,103462454280724883,Regular Season,Round Robin,1,103462454882440769,99566405123587075,103461966975897718,1,103462454882440770,0,500
99332500638116286,20200124,20200420,103462454280724883,Regular Season,Round Robin,1,103462454882440771,99566405124618295,103461966975897718,1,103462454882440772,1,500
99332500638116286,20200124,20200420,103462454280724883,Regular Season,Round Robin,1,103462454882440773,99566405126602853,103461966975897718,1,103462454882440774,1,500
